tweet,label
267836807,JLo_Philippines,JLo Philippines,"The FIRST Woman To Receive The Billboard Icon Award! 

Recipients:
2011 - Neil Diamond
2012 - Stevie Wonder
2013... https://t.co/e7f80nht7k",1
267836807,"The FIRST Woman To Receive The Billboard Icon Award! 

Recipients:
2011 - Neil Diamond
2012 - Stevie Wonder
2013... https://t.co/e7f80nht7k",1
1868721002,BrandonDiRome,BRANDON  DiROME, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
1868721002, Gal Gadot did reshoots for #WonderWoman while she was five months pregnant: https://t.co/Ui0X4SVYPA https://t.co/mF5DlI08R3,0
132095323,kenji2413,舛本和也," Just went to watch Wonder Woman with the crew!
Diana as Diana by Yoshinari https://t.co/NOPxjwhZ01",1
132095323," Just went to watch Wonder Woman with the crew!
Diana as Diana by Yoshinari https://t.co/NOPxjwhZ01",1
1549561094,nelimhailla07,Alliah �,Now watching Wonder woman,1
1549561094,Now watching Wonder woman,1
262735792,ninabocci,Nina Bocci �, 8 #WonderWoman quotes that will inspire you to save the world https://t.co/L9LJ8okxMe,1
262735792, 8 #WonderWoman quotes that will inspire you to save the world https://t.co/L9LJ8okxMe,1
3139422637,OlmsteadJustin,Justin Quinn Olmstea, Provocation of the day- In almost every respect Wonder Woman is a more historically sophisticated film about WW1 than…,0
3139422637, Provocation of the day- In almost every respect Wonder Woman is a more historically sophisticated film about WW1 than…,0
2204144798,KlaineyBear1,Merlina :), Wonder Woman movie was lit af ���,0
2204144798, Wonder Woman movie was lit af ���,0
19352218,raizaalves,iza of themyscira, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
19352218, WONDER WOMAN EARNED $400M IN 10 DAYS!!!! WONDER WOMAN REALLY MADE HISTORY. DIANA IS FCKNG REVOLUTIONARY. FUCK ALL THE HAT…,1
24875236,ashram1030,Ash ��, 8 #WonderWoman quotes that will inspire you to save the world https://t.co/L9LJ8okxMe,1
24875236, 8 #WonderWoman quotes that will inspire you to save the world https://t.co/L9LJ8okxMe,1
841192062783442944,batangstockyard,Christian Sembrano,Wonder Woman made me cry!!,0
841192062783442944,Wonder Woman made me cry!!,0
2450358072,hyphyameezy,sandra," Wonder Woman (2017) - I am Diana of Themyscira, daughter of Hippolyta!

Moana (2016) - I am Moana of Motunui! You will b…",0
2450358072," Wonder Woman (2017) - I am Diana of Themyscira, daughter of Hippolyta!

Moana (2016) - I am Moana of Motunui! You will b…",0
715437183394418688,prakash_741997,Prãkäsh shárma," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
715437183394418688," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
856865954705190912,Harley_Quinn5,Harley Quinn," Ajith Blockbuster Movies Collections is Equal To VijaY Flop Movies Collections
'' THAT'S THE DIFFERENCE '' 

SAMRAT TH…",1
856865954705190912," Ajith Blockbuster Movies Collections is Equal To VijaY Flop Movies Collections
'' THAT'S THE DIFFERENCE '' 

SAMRAT TH…",1
870918732217892865,MFStarboy19,�," Ajith Blockbuster Movies Collections is Equal To VijaY Flop Movies Collections
'' THAT'S THE DIFFERENCE '' 

SAMRAT TH…",1
870918732217892865," Ajith Blockbuster Movies Collections is Equal To VijaY Flop Movies Collections
'' THAT'S THE DIFFERENCE '' 

SAMRAT TH…",1
435755271,GoviRajaYasodha,Govi~தல ரசிகன்~," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
435755271," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
839886268892852224,Itz_Kalgi,� கார்மேக குழலி �," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
839886268892852224," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
468453104,iam_K_A,THALA AJITH," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
468453104," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
857115978643234816,dheenasathish57,Dheena sathish," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
857115978643234816," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
4920842444,Thalafan_guna,guna sekaran," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
4920842444," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
3656737998,udaytejareddyj,Baahubali2," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
3656737998," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
840808657126379520,VVeeravel,Veeravel v," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
840808657126379520," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
863361830843842560,LovelyR57215223,Lovely Raja," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
863361830843842560," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
807551940057927680,GokulThala15,GokulThala," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
807551940057927680," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
857115978643234816,dheenasathish57,Dheena sathish," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
857115978643234816," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
718399077570875392,salmanThala,prince salman," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
718399077570875392," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
857115978643234816,dheenasathish57,Dheena sathish, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
857115978643234816, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
394389415,Msdavid80,V I V E K A M," Thalaivaa @directorsiva we want Vivegam Thala Ajith shoot pic ... 

Yow @SathyaJyothi_ Epoya Theaterla Vivegam Teaser Poduv…",0
394389415," Thalaivaa @directorsiva we want Vivegam Thala Ajith shoot pic ... 

Yow @SathyaJyothi_ Epoya Theaterla Vivegam Teaser Poduv…",0
3847752680,AjithSLfans,Ajith SriLanka Fans, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
3847752680, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
834249954428387328,Billa91574348,Billa," Not SSr,Shankar,rajini..

Only man -AJITH- Reaches a record views from South India � With 405k likes..

#தல_అజిత్_വിവേകം_टीज़…",0
834249954428387328," Not SSr,Shankar,rajini..

Only man -AJITH- Reaches a record views from South India � With 405k likes..

#தல_అజిత్_വിവേകം_टीज़…",0
1870726026,i_mharsha,Harsha Deepak," How every Vijay fan turns in to an Ajith fan ;)

How it all starts. https://t.co/gnopYsjWGk",1
1870726026," How every Vijay fan turns in to an Ajith fan ;)

How it all starts. https://t.co/gnopYsjWGk",1
1367155940,antony_arasu,அரசு," @directorsiva @SureshChandraa Here U Go ]
Video View of 800 Ft Poster ( 0.2 Km ) for #Thala #Ajith in #Tirunelveli https:…",0
1367155940," @directorsiva @SureshChandraa Here U Go ]
Video View of 800 Ft Poster ( 0.2 Km ) for #Thala #Ajith in #Tirunelveli https:…",0
3316152638,inayath111,Inayath," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
3316152638," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
742684677417226241,Narendrasher6,Narendra pspk," Fav song �� @arrahman ��

#Ajith #Tabu ���� - #PriyuraluPilichindi ���� https://t.co/CEGS1WWkOU",0
742684677417226241," Fav song �� @arrahman ��

#Ajith #Tabu ���� - #PriyuraluPilichindi ���� https://t.co/CEGS1WWkOU",0
869205977295278080,prabhuoo5,Prabhashankar," Fav song �� @arrahman ��

#Ajith #Tabu ���� - #PriyuraluPilichindi ���� https://t.co/CEGS1WWkOU",0
869205977295278080," Fav song �� @arrahman ��

#Ajith #Tabu ���� - #PriyuraluPilichindi ���� https://t.co/CEGS1WWkOU",0
838033807445893122,praveenmahi77,Praveen Raj," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
838033807445893122," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
2892617905,madhanviru6,madhan kumar.R," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
2892617905," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
510051736,nandhakumar2512,Nandhu," No official Fans club!! 

0nly fans money to show their love towards #Thala #Ajith 

#Vivegam #Vivegamteaser https://t.co/O4Ri…",1
510051736," No official Fans club!! 

0nly fans money to show their love towards #Thala #Ajith 

#Vivegam #Vivegamteaser https://t.co/O4Ri…",1
845825313447837696,Naresh45772730,Naresh," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
845825313447837696," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
779347457205346304,Ramkish16474774,Ramkishan," #தல_అజిత్_വിവേകം_टीज़र_15M
Inspired from Troll ajith
��� https://t.co/DzioYQmV6z",1
779347457205346304," #தல_అజిత్_വിവേകം_टीज़र_15M
Inspired from Troll ajith
��� https://t.co/DzioYQmV6z",1
2719113654,JyothiVignesh,Joe Vignesh," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
2719113654," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
4887118139,WeTalkiess,Wetalkiess,"Which Celebrity Is Fit For #TN Politics?

#Ajith #Vijay #Rajinikanth #KamalHaasan #Political #Tamilnadu",0
4887118139,"Which Celebrity Is Fit For #TN Politics?

#Ajith #Vijay #Rajinikanth #KamalHaasan #Political #Tamilnadu",0
433391871,ahmadfaran1,RamsesFran," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
433391871," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
4902835513,AK_JOHN_,Aк:57♠VIVEGAM♠ﾓ๏ђɳ�," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
4902835513," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
3193743731,Edjaitweetz,Ed Jay ♡," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
3193743731," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
3321047540,ajith_sibu,sibu," Exclusive !

#Thala Mass at Vijay Tv #KPY Grand Finale ���

@harathi_hahaha went mad like she Always �

#Vivegam https://t…",0
3321047540," Exclusive !

#Thala Mass at Vijay Tv #KPY Grand Finale ���

@harathi_hahaha went mad like she Always �

#Vivegam https://t…",0
872473228182118400,KKeattavan,Keatu Keattavan," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
872473228182118400," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
4902835513,AK_JOHN_,Aк:57♠VIVEGAM♠ﾓ๏ђɳ�," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
4902835513," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
1304880222,feroztwittz,THALA FEROZ," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
1304880222," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
2719113654,JyothiVignesh,Joe Vignesh," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
2719113654," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
734627811227504641,GIRIDHA91202384,GIRIDHARAN, best actor #vip2 #Vivegam #Thalapathy61 #TSK #dhanush #ajith #vijay #suriya #BGM  #Nayanthara #kajal #Samantha #Kollywood #…,1
734627811227504641, best actor #vip2 #Vivegam #Thalapathy61 #TSK #dhanush #ajith #vijay #suriya #BGM  #Nayanthara #kajal #Samantha #Kollywood #…,1
793173280744103936,ShortFlimMaker,Starring Gautham, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
793173280744103936, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
742313866760093697,sivaprakasheee7,salem singam SFC," ���� favorite song of Ajith .
@arrahman �� https://t.co/wMU7MNYPZm",0
742313866760093697," ���� favorite song of Ajith .
@arrahman �� https://t.co/wMU7MNYPZm",0
2600838450,ThalaSyed005,Thala�Soul�Syed, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
2600838450, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
718399077570875392,salmanThala,prince salman, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
718399077570875392, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
4917218767,Luckshaan4,NEVER EVER GIVEUP...," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
4917218767," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
4917218767,Luckshaan4,NEVER EVER GIVEUP...," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
4917218767," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
3254195574,PLK_offl,ოαႶƘαႠႬα ოႮႠႬႮ, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
3254195574, #MaragathaNaanayam  is filled with full of #Thala #Ajith ref https://t.co/DUh0EG8yiD,0
200873409,mohnideen,syedmohideen," Ajith and Vivek Oberoi gear up for combat in this new ... - https://t.co/GBFM4KtK5G via @PinkvillaSouth
@ThalaAjith_FC…",0
200873409," Ajith and Vivek Oberoi gear up for combat in this new ... - https://t.co/GBFM4KtK5G via @PinkvillaSouth
@ThalaAjith_FC…",0
4345461253,rubancute09,RúbÑ Âk," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
4345461253," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
718399077570875392,salmanThala,prince salman," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood…",1
718399077570875392," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood…",1
200873409,mohnideen,syedmohideen," Fav song �� @arrahman ��

#Ajith #Tabu ���� - #PriyuraluPilichindi ���� https://t.co/CEGS1WWkOU",0
200873409," Fav song �� @arrahman ��

#Ajith #Tabu ���� - #PriyuraluPilichindi ���� https://t.co/CEGS1WWkOU",0
821189308396826624,Thalafan_david,Dangerous David," Ajith and Vivek Oberoi gear up for combat in this new ... - https://t.co/GBFM4KtK5G via @PinkvillaSouth
@ThalaAjith_FC…",0
821189308396826624," Ajith and Vivek Oberoi gear up for combat in this new ... - https://t.co/GBFM4KtK5G via @PinkvillaSouth
@ThalaAjith_FC…",0
716602038046461952,therithilagar,P.Therithilagar," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
716602038046461952," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
2844761567,riyaskhanbsc,Riyas Khan," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
2844761567," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
811242168459272192,Ajith_Ultimater,Ultimater Ajith�," Guys..kindly stop voting justbefilmy poll.

Poll run by ViGay gang n extended till 16th to distract us more on Vivegam te…",0
811242168459272192," Guys..kindly stop voting justbefilmy poll.

Poll run by ViGay gang n extended till 16th to distract us more on Vivegam te…",0
200873409,mohnideen,syedmohideen," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood…",1
200873409," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood…",1
156619701,sureshrohan,Suresh (K) Sekar," A Step Forward For #Ajith's #Vivegam https://t.co/FAGYHQH1BJ

#Thala #KajalAggarwal #Anirudh #AjithKumar #Thala57 #AK57…",0
156619701," A Step Forward For #Ajith's #Vivegam https://t.co/FAGYHQH1BJ

#Thala #KajalAggarwal #Anirudh #AjithKumar #Thala57 #AK57…",0
156619701,sureshrohan,Suresh (K) Sekar," Team #Vivegam Planned to rls #VivegamAlbum in july!! 

#Thala #Ajith #ThanthiTv #Anirudh #VIVEGAMTeaserHits13MViews https://t.…",0
156619701," Team #Vivegam Planned to rls #VivegamAlbum in july!! 

#Thala #Ajith #ThanthiTv #Anirudh #VIVEGAMTeaserHits13MViews https://t.…",0
818160586521513988,selvamani0404,Selvamani Pavithran," @directorsiva @SureshChandraa Here U Go ]
Video View of 800 Ft Poster ( 0.2 Km ) for #Thala #Ajith in #Tirunelveli https:…",0
818160586521513988," @directorsiva @SureshChandraa Here U Go ]
Video View of 800 Ft Poster ( 0.2 Km ) for #Thala #Ajith in #Tirunelveli https:…",0
2725271801,kaththi_ajith,Bairavaa Ajith, #Thalaivar entry at #BGM2017 https://t.co/dTjObzulIb,0
2725271801, #Thalaivar entry at #BGM2017 https://t.co/dTjObzulIb,0
857893409062658048,saroksd,Saro Thala Rasigai," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
857893409062658048," WOHOO

MASSIVE 800FT POSTER FIRST EVER ONLY FOR KINGMAKER #THALA_AJITH � BY
NELLAI THALA FANS�
IT HAPPENS ONLY FOR AJIT…",1
2725271801,kaththi_ajith,Bairavaa Ajith, More pics of @actorvijay @Atlee_dir and @priyaatlee at #BGM2017 https://t.co/OEHs7pwBkV,0
2725271801, More pics of @actorvijay @Atlee_dir and @priyaatlee at #BGM2017 https://t.co/OEHs7pwBkV,0
834249954428387328,Billa91574348,Billa," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
834249954428387328," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
720980037877374977,omraj1909,Om_RaJ_98, A Superb fan made poster for #Thala #Ajith 's #Vivegam !! #தல_అజిత్_വിവേകം_टीज़र_15M https://t.co/nn5nogpCMP,0
720980037877374977, A Superb fan made poster for #Thala #Ajith 's #Vivegam !! #தல_అజిత్_വിവേകം_टीज़र_15M https://t.co/nn5nogpCMP,0
855410587794161664,Thala_ajith_rj,Thala Ajith Rj ;-)," Wig Vijay Getting Trolled Very Badly..���

Madurai People , Santhanam , Judges Enjoying It To The Core..��� 

Troll Materi…",1
855410587794161664," Wig Vijay Getting Trolled Very Badly..���

Madurai People , Santhanam , Judges Enjoying It To The Core..��� 

Troll Materi…",1
816401753964826624,Rakeshy25759356,Rakesh yadav," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
816401753964826624," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
262174683,ajithrajesh,AjithRajesh," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
262174683," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
762743765190737921,kasaltsundram55,sundram," Ajith and Vivek Oberoi gear up for combat in this new ... - https://t.co/GBFM4KtK5G via @PinkvillaSouth
@ThalaAjith_FC…",0
762743765190737921," Ajith and Vivek Oberoi gear up for combat in this new ... - https://t.co/GBFM4KtK5G via @PinkvillaSouth
@ThalaAjith_FC…",0
742304552494436352,dinesh2weets,✌�Dinesh�✌," Sai sai ���Thank u thala ajith sir and my entire team,,,���thanks for the appreciation for the dialogue ���sai sai",0
742304552494436352," Sai sai ���Thank u thala ajith sir and my entire team,,,���thanks for the appreciation for the dialogue ���sai sai",0
200873409,mohnideen,syedmohideen," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
200873409," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
762443945620021248,NirushRajah,காலா �," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
762443945620021248," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
742304552494436352,dinesh2weets,✌�Dinesh�✌," Mark my words 
Those 57 secs teaser will raise your heart beat to core
Never seen Ajith sir on the way #VolcanicVIVEGA…",1
742304552494436352," Mark my words 
Those 57 secs teaser will raise your heart beat to core
Never seen Ajith sir on the way #VolcanicVIVEGA…",1
871425038204846080,Saran22480390,Saran," #தல_అజిత్_വിവേകം_टीज़र_15M
Inspired from Troll ajith
��� https://t.co/DzioYQmV6z",1
871425038204846080," #தல_అజిత్_വിവേകം_टीज़र_15M
Inspired from Troll ajith
��� https://t.co/DzioYQmV6z",1
751807717291941889,iamdinesh19,Dineshkumar," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
751807717291941889," #800FtWallPosterForVIVEGAM By Tirunelveli AJITH Fans! �

This is 1st ever in Kollywood History 

(Part -2)
#407KLikesFor…",1
341378470,faslanm,Mnm Faslan," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
341378470," First time ever in India!!

800Ft poster for a teaser at Nellai, TN &amp; it happens only for #Thala #Ajith

King of Kollywood� |#…",1
